,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,like,tech
805,us,2494866,r2yfbz87sg311i,b008ye65u8,319276765,bumkins cloth diaper cover,baby,4,0,0,n,y,runs kind of small,"i like it, very cute. it held up well holding in the waste. only problem is it runs a little smaller than other brands. happy otherwise:)",2/23/2014,0,1
824,us,2584756,r2954kcjtm790y,b001pbfwmo,361039696,"graco nasalclear nasal aspirator, 1 count",baby,5,0,0,n,y,kids love it,"i was worried that my children (3 and 1) would be freaked out by this, but they love it, and even ask for it!  we don't use the music feature much, but they giggle as it tickles their noses.  it is easy to take apart and clean, and equally as easy to reassemble.  my kids have less hidden in their noses than i thought, but i can still tell that this is being effective (especially on particularly runny days).  i would def suggest this to anyone who has children who cannot blow their noses, either from age or healthy problems.",3/19/2014,1,0
933,US,2943530,R3PRYHYQE0TLYK,B00B7U61QO,115431579,nuk pack of 4 trendline orthodontic pacifier bundle pack,Baby,5,0,0,N,Y,We love the NUK brand of bottles and pacifiers and these ...,"We love the NUK brand of bottles and pacifiers and these pacifiers are no exception! These are the only brand my kiddos would take. With how easy these can be to lose, this 4 pack is so worth buying! The colors are exactly as pictured. Would recommend buying the pacifiers and bottles together because baby recognizes the nipple and will take them easier. Love the othodonic shape - its more natural to breastfed babies and I don't have to worry about teeth problems. Would definitely recommend this product!",8/31/2015,1,1
1048,us,3373729,r24ulks7s55z9q,b007byn460,821625012,hleeduo baby musical mobile plays twelve tunes,baby,5,0,0,n,y,get it!,shipping was super fast and my son is so fascinated by his mobile now! the fast music isnt a problem. im extremely happy.,2/4/2015,1,0
1131,us,4086505,r2iwy4dln1f3k1,b0052qylum,850036950,infant optics dxr-5 portable video baby monitor,baby,5,0,0,n,y,great monitor overall,we just had our second child and we wanted a monitor that had good video quality that didn't cost too much. we got this monitor with an additional camera for under $170 with shipping and it's a great deal. it switches between the cameras without any lag or delay and the range is very far. our older boy has a lot of plush toys in his crib and the night vision has no problem in seeing everything clearly although it goes into a black and white mode. the monitor does not warn you before it goes out of battery but this isn't a problem because we have the power cord plugged in unless we are moving it from room to room. overall this is a great monitor at a great price.,7/9/2013,1,1
1197,US,4337535,R3QKR9HUSZ7OWJ,B0027A5FUQ,515907812,nuby paci cradle pacifier box,Baby,3,0,0,N,Y,Does a good job at holding the pacifier inside and protecting it ...,"Does a good job at holding the pacifier inside and protecting it from lint and dirt. The problem I have with this is the hanger, it does not latch or anything so I find that it frequently falls off of places that we try to hang it. For example, this will not work for hanging on a strap of a diaper bag, and it can have a difficult time staying on a car seat carrying handle.",2/10/2015,-1,1
1240,us,4560847,r89f6m8bmsmdd,b000vai4pc,598617844,baby bath tub ring seat new in box by keter - pink best price,baby,5,0,0,n,y,... for my children when they were small and i loved it. they are 29 and 31 now,"i used a bath tub ring for my children when they were small and i loved it. they are 29 and 31 now. my granddaughter just turned one and that's why i ordered the bath tub ring. as long as you are attentive and never leave the child alone for a second, there is no problem. after all, i used it for my adult children and there wasn't a problem.",9/8/2014,-1,0
1379,US,5213581,R1FROJOPFY4L26,B00GT5Y4GQ,868139394,"wubbanub limited edition infant pacifier, cow",Baby,4,0,0,N,Y,Four Stars,Other then shipping problem it's great my baby loves it,6/30/2015,1,0
1398,us,5276606,r2qlxb24ofr3sd,b0083sxalm,122928450,nuby bath tub toy,baby,5,0,0,n,n,fun toy,"this toy has been so much fun this summer. have brought it to the pool many times and had a blast. bath time has gotten messy but fun! my son is 15 months old, and cannot fill it with water but has no problem pushing it out if i hold the squid.",8/28/2015,-1,1
1462,us,5571365,r1lokrfd0y9z3f,b00fqj6216,957705790,"charlie cloth diaper liners and wipes, natural",baby,5,0,1,n,y,great addition to our diapers!,we have been using charlie banana cloth for a while but i was gifted some disposable liners (no idea the brand) and just recently ran out so i ordered these. we love them. first of all because they fit the diaper perfectly. my last liners were too big and i had to fold them. the charlie banana liners are so so soft! they catch all the poo and we flush them and have had no problem with them clogging the toilet. i will continue to use these as long as we cloth diaper.,4/14/2015,0,1
1486,US,5666167,RRJS4TG254TBE,B00B4DCZXM,364399161,"mam newborn start orthodontic pacifier, boy, 0+ months, 2-count",Baby,5,1,1,N,N,My mom used MAM bottles with us 24 years ago ...,"My mom used MAM bottles with us 24 years ago, so my first choice when picking a bottle and pacifier system was MAM. Our newborn took these at two days old. Absolute lifesaver when she's overtired and wants to comfort suckle when I can't just drop what I'm doing (usually changing her) and let her comfort nurse. We had 0 nipple confusion problems with these. She's gone back and forth from breast to bottle from day one. The self-sterilising feature is life-saver number two. Much easier to just pop them in the microwave than to boil anything.",6/30/2015,1,0
1537,us,6030836,r1tuzh0agtjd02,b00b507d7c,560406875,recaro performance sport combination harness to booster,baby,4,1,2,n,y,shoulder strap pads,"i'd go with a 4 1/2 star rating.  the marks on the straps are great for making sure at a glance that nothing is twisted.  the seat is comfy, etc.  i wanted to comment on the one thing i hadn't seen mentioned... and that's the shoulder strap pads.  they are sewn in, which isn't necessarily an issue in my opinion... the problem is that when you tighten the straps, the pads pull up slightly into the slit in the seat.  this doesn't seem like an issue, but when it was warm and my daughter was wearing a tank top, her skin ended up getting pinched between the belt under the pad and the pad itself.  the belt was moving but the pad wasn't, so it just pulled a little bit there.  not enough to draw blood or anything, but it definitely left a red mark and surprised her.  i'd rather have straps that aren't attached to the seat as i've never had a problem with the regular kind before.  i just make sure to watch closely when tightening her in now.",12/19/2013,1,0
1610,US,6389576,R2AD5887XHCNQI,B001I3OE4G,513985034,"philips avent bpa free translucent pacifier, colors may vary",Baby,3,0,1,N,Y,The nipple is easy to clean and colors are nice,"The nipple is easy to clean and colors are nice. But the problem with it is, the plastic part is flat. It falls out very easily. I was expecting a more natural shape that hugs the child's mouth. It would also be nice to have a right side up and upside down. The nipple is the same both ways but one way, the plastics part pushes against the child's nose. Everything else was good.",3/25/2015,0,1
1634,us,6508425,r230g850zl7awj,b0057ecys0,844031020,philips avent electric steam sterilizer,baby,2,1,1,n,y,i very disappointed.,"i brought recently the philips avent 3 in 1, and at first was operating ok, but i few days ago it does not work.<br />i always use this brand and never have this problem before.<br />i very disappointed.",2/4/2015,-1,0
1646,us,6592166,r2amaylcwwf07y,b00cxpywcc,604569810,"twist pouches - direct-pump, twist-cap breastmilk storage bags (includes caps)",baby,5,0,0,n,y,winning!,"love! my baby is almost 6 months old now. i started with the breastfeeding gift set after research and reviews. the baby switched from breast to nipple and never had a problem. i have never had a bag leak! the direct pump is wonderful when you are half asleep and stressed with your newborn. the bags store nicely in the fridge and freezer and transport great in freezer packs. the costs of the bags seem to be moderate. the warming system, the kozi is a must! it never failed me at all hours of the night. everyone asks me what bottle system i have and i cannot boast enought about this. the pump adapters fit my medela perfectly with no leakage! best bags! best one handed bottle system! quick and safe warming system! you can't go wrong!",12/9/2014,1,0
1674,US,6685786,R9HH97BGJB9S4,B00MVSHXFY,704914555,"motorola wireless 2.4 ghz video baby monitor with 2.4 color lcd screen, infrared night vision and remote camera pan",baby,5,0,0,n,y,nice product.,"quite reliable and easy to operate.  no problems so far.  i like the minimal set of features, without the lullabies/temperature b**l.  very nice it has wall mounting option.",12/27/2014,1,1
1698,US,6834098,R20O3HS15H4EH1,B004KMZHX4,678689917,the first years 100 count pacifier wipes (discontinued by manufacturer),Baby,5,0,0,N,Y,Perfect multi-use sanitizing wipes!,"I love these pacifier wipes!  My daughter only used a pacifier for about 5 months, but I actually used these things for everything until she was almost 2 - toys that would fall on the ground, wiping down her high chair.  The thing I used them most for was wiping down my breast pump at work.  I'm not sure if this is recommended, but I felt comfortable doing it since these are food grade wipes.  I would pump 3 times at work, so after each session, I'd give all the parts a quick wipe down before storing them in my cooler.  I didn't have enough time to wash and sanitize everything each time, but since all sessions were completed within 6 hours, wiping them down and storing in a cooler was a good time saver and we never had a problem.  I'll be doing the same with my second, due in a few months!",12/30/2014,1,1
1736,us,7152303,r153vv8h4hhn0a,b00db507ls,490506111,disney pronto booster car seat,baby,5,4,4,n,y,this very durable and comfortable. my kid love it,"this very durable and comfortable. my kid love it. weve been using is for awhile and never have problems, easy to detached if i need to wash the cover.",7/12/2015,1,0
1743,us,7201879,r2xb3hieclh8a8,b00e1ci5x2,990923789,philips avent digital video baby monitor with night vision,baby,2,0,1,n,y,"the monitor works fine, but the camera is not","at first the camera worked well, but then began to fail. the monitor works fine, but the camera is not. the problem is that i live in argentina, and i bought during my vacation in miami. what should i do? i am very disappointed. my country has restrictions on sending or receiving packages from abroad. what shoud i do?",7/31/2015,1,0
1763,us,7343383,r2fv5p3jbcl99n,b00aufugq8,598314210,"gerber graduates advance developmental hard spout sippy cup, 10-ounce",baby,5,0,0,n,y,excellent product and a good price!,"the product came to me well and on time, without any problem, i'm already using and it works perfectly, totally recommend.",7/2/2015,1,1
1764,us,7343383,r39fg9qzazj8y2,b000058dqj,756818154,"philips avent comfort breast shell set, 2 count",baby,5,0,0,n,y,excellent product and a good price!,"the product came to me well and on time, without any problem, i'm already using and it works perfectly, totally recommend.",3/10/2015,1,1
1776,us,7378550,r2ykbdcgd4osao,b005d9vgva,561703224,spot on square eicho crib conversion kit,baby,5,0,0,n,n,great company,"i love my baby furniture from spot on the square. i got the eicho crib, conversion kit, and matching dresser/changing table. they are both modern and made of non-toxic materials.  i had a problem with the delivery service that brought me my furniture. spot on the square and the store i bought the furniture from acted quickly to solve the problem. i appreciate the companies commit to both quality and customer service.",6/26/2015,1,1
1844,US,7760439,R28VPTDNL2Y5I5,B00AJF7QIK,572944212,wubbanub soft toy and pacifier,Baby,4,0,0,N,Y,But one thing I did not like is that pacifiers are sown on to the wubbanub,"This is the first one I bought.  For some reason I thought it would be bigger(which isn't a problem).  But one thing I did not like is that pacifiers are sown on to the wubbanub.  So if the pacifier gets damaged, you have to buy a whole new one.  That's the only reason I gave it 4 stars.  I like it though",11/10/2014,-1,0
1890,us,8055165,r1n6nlsp534dx4,b006cwt2mw,362156425,cocalo couture chloe hobo diaper bag,baby,5,1,1,n,n,super buy,"great bag! i love the quality, look, soft red inside, and it arrived very quickly. only complaint is that the wipes container was defective, but didn't need it anyway, so no problem for me.",1/6/2013,-1,0
1893,US,8086671,R1IP9I7H6MI382,B007P5IKSW,311600177,razbaby keep-it-kleen pacifier,Baby,1,0,0,N,N,This product seems good when your read about it,This product seems good when your read about it. But this has a problem as it hurts the baby. I would prefer to use the conventional detachable cover so it does not hurt the delicate skin.,12/5/2014,-1,1
1929,US,8323491,R3SUMTC8R2B64G,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,love it,I currently had the WubbaNub Monkey and do not leave home without it. Do to problem with my sons lower jaw he was not able to breast feed. But he still likes to suck. This has been a life saver already and will continue to come in handy. before receiving these products I was totally anti pacifier. However this product also works as a security blanket as well.,12/19/2013,1,1
1993,US,8806804,RPJ04OWKUEAJ1,B005YT9Q48,808441948,"natursutten bpa free natural rubber pacifier, butterfly shield, orthodontic nipple",Baby,4,0,1,N,Y,good pacifier the shape is not the best for baby's nose,It will be almost the end for pacifier use for us :). I have written on a previous review that the shape is not the the best for my baby nose as it leaves an indentation right at the base of the nose. If the curve of the pacifier will be slightly lower that will solve the problem. Overall baby liked this kind and I did too mainly for being natural and soft. I never had to worry if baby will get hurt having this pacifier due to the material it is made of.,5/29/2014,-1,1
2009,us,8881720,r23xedo85w3k8p,b004mdl5u0,261814877,"baby trend flex-loc infant car seat, chickadee (discontinued by manufacturer) (discontinued by manufacturer)",baby,5,0,0,n,y,i'm not a review person but i had to counter the bad reviews,i like it! a retard can snap the lock on the strap together my baby fits in it well and i have not had a problem as of yet!,1/14/2014,-1,1
2068,us,9285704,r2zqmjvzhnd8k8,b002hdm1a0,179758563,"playtex drop-ins premium nurser bottle, 4 ounce",baby,5,0,2,n,n,playtex nurser,"this bottle has been wonderful for my breast fed baby. when i give my son this bottle the sucking motion is uncanning to nursing at the breast. he loves to drink water from it & play with it! it's kinda like a passifier substite for us being that i've never given him a pasifier. i can push the air out & put cap on & its ready to go stright in his mouth when i take cap off, haven't had any leaking problems. we used regular bottles @ 1st he seemed to drink quickly & spit his milk up, this is a problem of the past. i definitely recommend breastfeeding & this bottle!",4/15/2013,-1,1
2242,us,10009756,r2furxv0jro9k3,b00qsdhxps,4649401,"safest baby bath spout faucet cover, guard toy *bonus ebook* money back guarantee",baby,5,0,0,n,n,loved it so much i bought another one!,i bought one as a 'baby shower gift' and ended up buying one for my daughter because they were so cute!!!. the rubber is a bit harder than i expected but if anyone remembers hitting their heads or backs on the metal faucet when they were little and how much that hurt - this will fix that problem.<br />it pours water beautifully out of harry the hippo's mouth. bathtime is now her favourite time of the day!,2/18/2015,1,1
2266,US,10039526,R2OELFBDLLLFZB,B000MVVWFE,63883088,"skip hop grab-and-go pacifier pocket, red",Baby,2,0,0,N,Y,Great idea. Snap doesn't stay together.,I bought this to attach to my diaper bag so that I could have my son's pacifier easily accessible and clean. It fits about two pacifiers. The problem is that when I snap the black strap together the pop comes undone with the slightest tug. I was worried that it would fall off with just the tossing around of my diaper bag. So I glue gunned it together around the strap of my diaper bag and when I don't need it anymore I'll have to cut the Pocket's black strap and trash it. I wouldn't buy this again. Next time I would go to the store and test the pop attachment before buying.,10/26/2013,1,1
2318,US,10124712,R22TA8QZNC1Q2D,B00K7J0VLM,428576973,"**new** nuby garden fresh the nibbler - ingenious made-for-baby washable, refillable mesh pacifier w/cover seal - let baby nibble on hard or soft solid foods while eliminating any risk of choking",Baby,5,0,1,N,N,Awesome feeder!,We've been using the Garden Fresh Nibbler for our 5 month old and she loves it!  Fresh bananas and frozen peach slices(when her gums are bothering her)are her favorite so far!  I love that the mesh part locks onto the handle part so I don't have to worry about her pulling it apart and getting to the food inside and that it has a lid!  The handle and body of the feeder are made to where she had no problem holding on to it herself.  Easy to clean which is a plus!  I have and will recommend this product!!,10/6/2014,-1,1
2326,US,10132920,RFJUM3R6FUKH5,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,1,N,N,TOTAL lifesaver and SUPER cute!!!,"Our little guy, now 7 months, LOVES his wubbies. He has 3: the giraffe, the monkey, and the puppy, but this is his favorite. We put them in his crib at night and if he wakes up crying, he finds one, puts it in his mouth, and goes back to sleep about 90% of the time completely on his own. He's been able to put them in his own mouth for a couple months now. In the morning, he wakes up and collects all three together and plays with them for about an hour which lets us sleep in, another huge plus :). If he's tired or fussy, his wubs soothe him right away. Because of the little animal attached, he doesn't lose or drop it very easily at all, and it gives him something to hold on to which is very comforting for him. He also loves it for teething now. I am very confident that learning to pick these up on his own and put them in his mouth has really increased his manual dexterity. They wash really easily in the washing machine and you don't even have to stick them in the dryer because they dry so fast. The only downside is if you have pets the hair may stick to the pacifier part, but we don't have this problem. Did I mention we get TONS of compliments on how cute they are? You really can't go wrong with these little guys!!! They are probably my favorite of all our baby items :).",12/4/2010,1,0
2333,US,10139957,RMTAWM1SL9WDX,B0088N4BRO,519841015,skip hop pacifier pocket,Baby,1,2,2,N,Y,Button Snap Fail,"I order this product because I love the skiphop brand. I have their diaper bag and thought the pacifier pocket would be great to go along with it. From day one I noticed the button on the strap was not the best and I read from the reviews other people had the same problem. But, I really wanted the product to work.... needless to say my pacifier pocket and pacifiers are somewhere in NYC.",5/9/2014,1,1
2375,US,10213051,RR9T0D3HLV2XX,B005G37X4M,379901061,"jj cole pacifier pod, mixed leaf (discontinued by manufacturer)",Baby,5,8,10,N,Y,Easy access paci pouch,"This pacifier pouch does the job very well. It easily snaps onto my diaper bag handle and I never had any problem with it getting detached or anything. I like that it has a simple, velcro flap closure instead of zipper closure on a round case as many other pacifier pouches have, so it's very easy to get the pacifier out. I usually have my baby in one arm when I want to take it out, so velcro makes it easier for a quick, one-handed opening. I usually keep one NUK pacifier with a Booginhead Paci Grip attached to it, and it's a perfect fit. I have taken 2 pacifiers and it was kind of tight, but if you don't have the strap, 2 pacifiers would fit pretty well too. The outside fabric is wipable so it's easy to clean if anything gets spilled on it or something.",11/10/2012,-1,1
2399,us,10266143,r3crgw3kul7eay,b00euv2bse,265456634,baby einstein musical motion activity jumper,baby,5,0,0,n,y,great for younger babies,"my 5 month old is very tall (98th percentile), but still was too short for other jumpers. this one is perfect with the 5 height settings! the seat itself is large but if your baby likes to &#34;stand&#34; and has good trunk control the large seat will not be a problem.  he absolutely loves it and can turn himself around to each &#34;station&#34;. definitely recommend!",2/4/2015,-1,0
2409,US,10284755,R1INNDOZ58TZWB,B000P23CU8,997127233,wubbanub infant pacifier - duck,Baby,5,0,2,N,Y,Must have product for baby,"Wubbanub pacifiers are the best. They make a parents life so much easier.<br /><br />-they make the pacifier easier to find in the dark or under the crib<br />-once your baby has more motor skills she will be able to put the pacifier back in her mouth easier than just a regular one<br />-the Wubbanub is positionable, so it can be laid on the babies chest(perfect for the car seat too) or propped up when your baby starts sleeping on her side<br />-it's soft and cute, my baby likes to stroke it as she is falling asleep<br />-I throw them in the wash and let them air dry. They've lasted through two kids no problems<br /><br />Each animal can be used differently. The duck is good for laying on the chest. The caterpillar is perfect for the carseat. I like the red dog best, it's really easy to position.",7/27/2015,-1,0
2433,US,10341433,R4B92D8KA7FGC,B00AIVN89G,779679893,"Boppy Custom Fit Total Body Pillow, Grey",Baby,5,0,0,N,N,perfect maternity pillow,Love this pillow.  It is perfect and makes sleeping so comfy. I read reviews that said the pillow wouldn't stay together I have not had that problem at all.,2/6/2015,1,0
2483,US,10423272,R3VYZ2WSEU6OP5,B000S9RFWY,308287733,gerber naturalflex silicone pacifier - green / blue,Baby,3,12,13,N,N,Watch out for Mold!,"I gave this paci to my Daughter when she was only a couple weeks old and she really liked it.  I was breastfeeding and liked the idea that it was like mother.  The problem with this paci is that where the soft latex and hard plastic meets there is a seam that saliva can get into.  Over time it gets funky in there and mold can grow.  Unfortunately, you can't take apart the binky in order to clean it. Even boiling them didn't work. I did end up using these until my daughter was 1.  I just watched them and threw them out when they started to get weird. So if you don't mind cycling through binkies every few months then give these a try...",10/8/2008,1,0
2522,US,10485576,R2JZRT6VND7S1H,B0034173CU,424813274,"mam glow in the dark night time pacifier bpa free, 6 months",Baby,5,1,1,N,Y,Worth Having a Few Around,"I was sick of fumbling around in the middle of the night for my daughter's paci.  This solved the problem.  Even if they hadn't been in any light, they were still visible hours after I put her to bed.  They also helped her learn to put her own paci back in.  I would highly recommend getting a few of these!",10/9/2011,-1,0
2616,us,10650651,r3b5rzqsyww2zu,b00140ks9i,518146169,"babyplus prenatal learning system plays heartbeat music in the womb to promote bonding, and a smart, healthy baby",baby,1,6,11,n,n,"dont take any risks, moms","i bought babyplus about over 6 years ago<br /><br />i have both 2 year old and 5 year old. here is the story i like to share too.<br /><br />i used when i was pregnant with my 5 year old son following the instructions . he is a very smart and sweet boy but he has been diagnosed as sensory integration order and behaved as add.<br />we have been struggled with 3 years now. though things got so much improved , he still has spd issue and is very sensitive to sounds. he has development delay in term of maturity.<br />from 3 times visit in last few years all we know he is not a typical kid no matter how smart he is . as parents, we need invest much time and energy for the treatments.  for now, each time he goes to concert, he has to wear a headset to reduce the sound.<br /><br />while for my 2 years old, i didn't use that much as i always forgot. i used after 24 weeks probably 3 times a week .  she is pretty normal so far compared to her brother.  interesting , she never shows any problem to sound and she has much better attention span.<br /><br />i don't know what is the cause of two kids but i definitely not suggest to use the device during pregnancy .",12/11/2014,-1,0
2655,us,10719922,r3op1hcw14ang8,b002bide3y,443857003,stork craft tuscany 4-in-1 convertible crib,baby,5,0,0,n,y,sturdy crib for a good price!!!!,we bought two of these for our nursery because we are expecting twins. the shipping was a little bit of a hassle since this item is not shipped by ups or fedex. amazon uses a different carrier for their large items.<br /><br />the cribs came packaged well and the shipper was very courteous. after unboxing them all the items were all in good order and i did not see any damage. all the pieces were accounted for.<br /><br />i would recommend using a battery powered screwdriver to assemble this. all that is provided is an allen wrench. i would also recommend having someone to help. some of the pieces are hard to assemble with just one person.<br /><br />the assembly went well and quick. all the pieces fit together well and i had not problems at all. the instructions are a big sticker on the base part of the crib. they are a little hard to understand.<br /><br />after the cribs were together they looked amazing! they are very sturdy and well built. the standard crib mattress fit in with no issues. i do like the fact that it has 3 adjustable heights.<br /><br />the only complaint i have is these do have a smell after they come out of the box. they have been together and in the nursery for 3 weeks. they smell is going away. i would definitely recommend putting these together before the baby comes.,11/24/2013,-1,0
2660,US,10731924,R2H6YH0ANOAZ5Y,B004KMZHX4,678689917,the first years 100 count pacifier wipes (discontinued by manufacturer),Baby,5,3,3,N,Y,It does what it's supposed to do,I'm glad I bought this.  I wasn't going to because of the reviews stating that it smelled rotten or it doesn't smell good.<br /><br />So the first thing I did after receiving this item is to open it and smell it.  It smelled like apple juice.  Open up a canister of apple juice and that's what it smells like... Sweet yet tarty at the same time.  Now I understand why some people might think it smells horrible but I don't have a problem with it. I love apple juice.<br /><br />It wipes the pacifier as its supposed to.  I usually also use it to wipe my Medela breast pump parts after using them.  It's way thinner than the expensive Medela wipes but it wipes the part down good enough.,4/27/2013,-1,1
2692,us,10783434,rf1mhe629td5z,b000bxhpeu,454143855,"primo folding potty with handles, white granite",baby,5,10,13,n,n,i love this folding potty!!!,"i love the primo folding potty!  it is the best!  it is so compact and easy to carry with me when i take my son to the stores or restaurants.  i haven't had any problems finding toilets that it doesn't work on.  my son finds it very secure, especially when he can hold on to the handles.  i love the fact that he has handles to hold onto instead of the dirty toilet bowl.  it is very sturdy and easy to clean.",4/1/2006,1,0
2744,US,10875112,R354X1TTWTHFM4,B00JS4DIKS,495764832,chicco pacifier soft silicone,Baby,5,0,0,N,N,"Long lasting, easy to clean pacifer","We have these pacifiers for our daughter. What I like about them is how they fit in her mouth. Some pacifiers are too big or too long, this size is a 'more normal' size. I also like that they are easy to clean due to how they are made. Other pacifiers water can get into them and it is hard to get the moisture out. However, these are shaped differently and the water stays out of the pacifer. They last long too (our daughter used them for a long time and is now 18months and we had no problem with them wearing out).",10/14/2014,-1,0
