,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,like,tech
288,us,1114054,r3r29cd7q4kprz,b00i5ykvra,741704031,mud pie i'm two tie - 1582104,baby,5,0,0,n,y,five stars,very nice ty in person and it fits my son very well,12/5/2014,1,0
326,us,1247527,rwbeqnhz1nj1f,b00ff9np58,88907636,disney baby winnie the pooh crib sheet,baby,3,0,0,n,y,"nice colors, but wish it was a little softer","nice colors, but wish it was a little softer. maybe it will as time goes on and it is washed over and over.",3/17/2015,0,1
342,us,1286854,r33ao2fgtcg916,b00a72mxmo,877970712,"safety 1st stand on board, classic black",baby,4,0,0,n,y,it's nice stroller i like it and worth it's prize i ...,it's nice stroller  i like it and worth it's prize i recommend  it,12/2/2014,1,0
390,us,1417029,r3ng3h5kyz9nbq,b00imkqcei,752126213,soho pink dancing owl baby crib nursery bedding set with diaper bag 14 pcs set,baby,4,0,0,n,y,four stars,very nice it met my expectations,10/23/2014,1,0
411,US,1459768,R3H30ZC257BHUW,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,N,i like it,Keeps em quiet and nice,1/5/2015,1,0
576,us,1895098,r3msdpac2z349v,b00ky562vc,977256062,thick rim wooden child's bowl & spoon set,baby,3,0,1,n,y,"the bowl and spoon are nicely built, very smooth","the bowl and spoon are nicely built, very smooth. my baby likes to chew on the spoon. it is a good chewing toy for her. the only think i do not like is that i need to put oil on them to make sure they will not crack. i used coconut oil but it is not too healthy for baby.",4/14/2015,0,1
588,us,1919094,rvlywlqz3byug,b00wrsdxma,267217748,"earths answer 100% natural wool dryer balls, jumbo size, largest currently available (4)",baby,5,1,2,n,n,get the big wool balls and dry faster.,"earths answer 100% natural wool dryer balls, jumbo size, largest currently available (4).<br /><br />the dryer balls by earths answer are well made and extra large! i normally use three to four smaller plastic balls for normal size load, but i have used all 4 balls, but i have only found it necessary to use two of these with a normal load, but it is nice to use 4 with the towels and sheets. they just come out so soft. i have used them several times and they have held up well, and my clothes are dryer in a lot less time. i was skeptical as i have issues with wool, but these balls are strong and have held up to the dryer.<br /><br />i have tried other style and types of dryer balls. and they were good, but i have never had anything like these and i sure hope the last a long long time. because they are just super and when it comes to saving money that is always a major plus.<br /><br /> i received this product at a savings price or it is supplied to me for the purposes of a product review. all opinions are 100% my own and they reflect my honest & unbiased opinion.",5/25/2015,1,1
655,us,2102178,r2oon77y78r798,b005uv0usq,265688328,graco pack 'n play playard with cuddle cove rocking seat,baby,4,0,0,n,y,good quality product.,bought for my grand-daughter. very nice colors and quality.,1/14/2015,1,0
685,US,2189902,R2VOBSBN4GLFY1,B00BIFACT0,955350284,dr. brown's prevent classic pacifier,Baby,4,0,0,N,Y,Four Stars,"Unfortunately锛孖t seems very nice,but,my baby don鈥榯 like",5/13/2015,1,0
780,US,2447513,RQP8EWXPUP779,B00TEE14B2,765094703,"oh! baby庐 2015, gift basket, special newborn set high quality plush bear and blanket, exclusive pacifier box, burp cloth, mittens, socks, body suit and legging. including gift card",Baby,5,0,0,N,N,super cute gift,"super cute gift.bought it for a friend who just had a little baby girl.comes in nice box ,adorable teddy bear, elegant and classic for a present. Made of quality materials, i highly recommend :-)",4/23/2015,1,0
791,US,2463757,R18J2XTWG4CDFK,B001J28IW0,636260794,Munchkin Bath Dunkers Toy Set,Baby,4,0,1,N,Y,its very nice. Pros,"My 18 months looks forward for his baths, its very nice.<br />Pros: very good for toddlers,<br />cons: It sticks better on the bathtub, instead of wall tile from the bathtub.<br />but although its very good.",2/6/2015,1,0
798,US,2484667,R331KLZCLQX5E3,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,4,0,0,N,Y,"nice, easy to","nice,easy to use",10/13/2014,1,0
801,us,2488674,r2ntosd1kq4ovn,b00o8rrr2a,27599661,evenflo symphony elite convertible car seat,baby,4,4,6,n,y,checks off every want on our list...,"we like it so much we bought two. surelatch technology is worth the extra $$  we originally purchased the lx edition. very difficult to get a secure fit in the car. this car seat installs quickly and easily- a huge benefit to this mom who frequently takes the car seat in and out for work. peace of mind that it is installed securely.<br /><br />material is durable. not as bad as many make it seem to take the cover off to wash. my daughter got sick in hers in the first week and it washed nicely.<br /><br /> she is very comfortable in the rear facing position. sleeps easily though her head does fall forward sometimes. everyone else in the car has space too. we have a new jeep cherokee (not the biggest suv) but my husband and i have ample leg room on the driver and passenger side alike. we can recline the passenger seat back for longer car rides.<br /><br />most importantly, exceeds safety standards and made in the usa designed in our home state, ohio.",3/28/2015,1,0
822,US,2570950,R35Q9IQJUBHF6Y,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,N,Five Stars,nice look,2/28/2015,1,0
890,US,2772197,R1OT9L4N81MSFY,B00JM8DANU,128958612,voberry funny infant mustache pacifier,Baby,5,0,0,N,N,I Like it,very funny and nice! I like it :D,8/15/2014,1,0
963,US,3034441,R1HOPEO7FGGHIC,B00B4DCZXM,364399161,"mam newborn start orthodontic pacifier, boy, 0+ months, 2-count",Baby,5,0,0,N,Y,Five Stars,"Love these pacifiers, they are nice and small so they don't over consume the baby's entire face.",12/9/2014,1,0
968,US,3048272,R21CQS10190DFF,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,4,0,0,N,Y,Absolutely love love love WubbaNubs,"Absolutely love love love WubbaNubs. Such a cute idea and very nice for the baby. it keeps the paci in their mouth and gives them something to hold on to! My son always has to have one with him. I have bought 3 so far. A blue dog, giraffe and a dinosaur. They do get dirty so wash it often. The only reason i gave this one 4 stars is because my son eventually ripped the paci off.i dont think it was the product itself i think the reason is because my son  teeth are coming in and he thinks its funny to jerk it out of his mouth. but overall Wonderful product and i would recommand any of the wubbanubs to people!",2/4/2015,1,1
993,US,3140743,R1J1F91R8V2BU9,B005YT9Q48,808441948,"natursutten bpa free natural rubber pacifier, butterfly shield, orthodontic nipple",Baby,1,0,6,N,Y,One Star,nice,9/27/2014,1,0
1015,us,3206706,r2lor300wa02zw,b004wn9rza,183448614,gund winky lamb baby rattle stuffed animal,baby,5,1,1,n,y,really sweet toy,this little lamb is so soft and makes a nice gentle rattling sound when you shake it.,7/12/2014,1,0
1024,US,3243451,RIIQPBC68LWOW,B00264YZNG,432096885,personalized pacifiers pacifier,Baby,4,0,0,N,Y,Great item,IT arrived one day earlier than scheduled; which was nice.  It is as cute as it was in the picture.  However the &#34;Daddy's Girl&#34; could be stamped a little darker.  It looks like it is a little faded.,5/8/2014,-1,1
1046,US,3366722,R2Y5M3PPRZHXMQ,B00FB5FI8I,509145368,"jj cole pacifier pod, cream & black",Baby,4,0,0,N,Y,Four Stars,It is so nice to have easy access to a paci when you needs one.,5/4/2015,-1,0
1071,US,3491519,R8UX9UU6C18EK,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Awesome,"My little one doesn't take Soothie pacifiers but I actually tore it out and sewed it my adapter for MAMS pacifier, and she loves it! It's the perfect size not to big not to small. Also gave me a shipping day of feb 9th and got here on the 6th ! Super nice!",2/10/2015,1,0
1078,us,3547078,rj5e44noz7war,b00lx4hs4i,26476151,sqdeal庐 women new hobo satchel fashion tote messenger leather canvas purse shoulder handba,baby,5,0,0,n,y,five stars,nice,1/22/2015,1,0
1085,US,3631325,R1UBEQO9GVBIK4,B00EHKHVKG,925732558,wubbanub infant pacifier - owl,Baby,2,1,2,N,Y,Not worth $17.00.,"This is a nice idea for a baby; however, anything over $8 is too much to charge. Its cute but very cheaply made.",1/10/2014,0,1
1106,US,3880857,R2KUM7IWFZ4BTT,B005QPE0W8,343148814,the first years gumdrop newborn pacifier,Baby,5,0,0,N,N,"I wish I would have known about these with our first baby, as they would have been all we'd have used!!","I use only the Gumdrop pacifiers with our current baby, mainly for safety, as all she ever wants to do with them is bite on them while teething. Gumdrop ones are all one piece, so there is nothing to accidentally choke on, since there are no pieces to break apart.<br />With our other babies, we used NUK and MAM, which I also love, but we've discovered this brand with our baby and LOVE it! She can stick her finger inside the nipple part and bite down without actually hurting herself...we do this for her as well, without getting bit, and she can gnaw to her heart's content...the are nice colours, and I like that they have changed the design to be curved under the nose, instead of round like the original ones that used to cover over babies' noses...",12/14/2013,-1,1
1110,us,3895783,r25pbtudrseq19,b007uxo9um,832550750,child craft camden 4-in-1 lifetime convertible crib,baby,5,0,0,n,y,great crib,very nice and very good quality. easy to follow assembly instructions.,12/6/2014,1,0
1126,us,4012978,r11onfshjlyd20,b000bpmjr6,449774141,american baby company waterproof fitted quilted portable/mini crib mattress pad cover,baby,5,0,0,n,y,baby pac n play,really liked this accessory for the pac n play. made it nice for the baby to lay on. like it,10/11/2013,1,0
1166,US,4254285,R1L3OEJAAJTHSR,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,2,0,1,N,Y,good but not for us,"It looked nice but not on a newborn, it is really big it hits her nose. plus she did not like it at all and she like the AVENT orthodontic soothers classic more plus that one comes with a cover. the price is great but i had to wait until i decide to buy something else so i can add it..",8/2/2015,-1,1
1182,us,4289847,ry9p7wkgi5mk7,b0045y142k,160024653,harmony kids standard rocker,baby,5,2,2,n,y,super cute!!,"bought this for my daughter for christmas and she loves it!! sit in it to read her books, drink her milk in the morning, watch her shows. she loves it and i do to. very well made, made in the usa. the only thing we had to assemble was putting the wooded rocker pieces on the bottom.. material is really nice and you can tell it was well made. not cheap looking at all.",1/2/2015,1,0
1184,US,4302801,R4DIKOOJQC8I0,B004LKRYM2,953521763,philips avent 2 pack bpa free pacifier,Baby,5,0,0,N,Y,Five Stars,"nice seller, nice item.",3/27/2015,1,0
1187,us,4317015,ravz4qqewjh1c,b000gce5c6,558642762,"nuk infant tooth and gum cleanser, 1.4 ounce",baby,5,0,0,n,y,didn't even think of this for a baby the first time around,"my cousin bought this for our first baby and we hadn't even thought of brushing gums/first teeth so it wasn't on our registry or anything. it was very nice and gentle on her teeth, and she is already well-trained at brushing teeth by 2 years old. i think it helps to start early.",2/6/2014,1,0
1189,us,4328119,r54qaivbjx64o,b001iacjq4,333414679,stork craft hoop glider and ottoman set,baby,5,0,0,n,y,nice chair for the price,easy to put together nice and comfortable well worth the price it took 10 minutes to pull it from the box until i was sitting in it,1/12/2014,1,1
1227,us,4470929,r1n5g429sk5iqj,b00451acto,872287459,"south shore angel 4 drawer chest, espresso",baby,5,0,0,n,n,five stars,"very nice, works well.",9/29/2014,1,0
1247,us,4587277,r173hghwi2ou9k,b000xdxd08,396515358,babybjorn soft bib,baby,5,0,0,n,y,i like it,i like it if the price can be cheaper. it will be very good. colour is nice. and it is usefull.,8/1/2013,-1,1
1257,US,4667068,R2VABZ693JUUOR,B00IOGIF5E,504109012,"mam love & affection orthodontic pacifier, i love daddy, girl, 0-6 months, 2-count",Baby,5,5,5,N,Y,My baby love these pacifiers,"My newborn girl loves this pacifier.聽 The first time she tried it was at the hospital and they gave me 2 of them to take home, since the one they give are the standart blue with MAM written on it, I wanted something cute for my girl, so I bought from another brand that looked way nicer, but my baby wouldn't take it, so I checked online and found these and I love that they're exactly the same shape than the pacifier they gave me at the hospital but super cute.",5/16/2015,1,0
1262,us,4692557,r1c0m6gcpbds6h,b008qfrttg,4145037,2-piece minnie's 1st birthday high chair decoration kit,baby,5,0,0,n,y,looks really nice. can't wait to use it for my babies ...,looks really nice . can't wait to use it for my babies smash cake,4/14/2015,1,0
1271,us,4721176,r363wcc2947d1d,b0055v6m8s,338743630,"soho collection, zebra diaper bag 5 pieces set",baby,5,0,0,n,y,love it,exactly what i was expected nice and big,4/26/2015,1,0
1278,US,4753970,R2OI439RCN79IG,B00BIFACT0,955350284,dr. brown's prevent classic pacifier,Baby,5,0,0,N,Y,Five Stars,nice,8/16/2014,1,0
1294,US,4844544,R2824LHNWN10U0,B008WHMCFE,905342430,pullypalz - the interactive pacifier toy,Baby,5,4,4,N,Y,Best invention ever,"Best invention ever! My daughter started using it right away and it is so nice when we're in the car, we don't have to worry about losing a pacifier during the drive!",10/30/2014,1,1
1300,us,4873268,r3jbeh6psjjfjy,b004071zoy,814820018,"baby aspen let the fin begin blue terry shark robe, blue, 0-9 months",baby,4,0,0,n,y,four stars,thank too much nice item,9/8/2014,1,0
1437,US,5419746,R1R0E4LPEOLPP1,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Great!,"So glad to have cute girly ones for my new baby girl, & these are a little better priced than in the store, which is nice cause I seem to be misplacing them often. Its nice that I can grab more just a click away. Amamzon-Prime is a stay at home moms best friend!",4/16/2014,1,0
1442,US,5459359,RG9504W4IQZNY,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,Amazing!,The wubbanub is the most amazing thing ever made! It works great to always have in the car seat! Even if they don't always need the pacifier part all the time! Lol its really nice for when they spit it out! Much easier to catch before it hits the ground! Love mine! :),8/31/2013,-1,0
1449,US,5500615,R3T29BN4MSRARH,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,4,0,0,N,Y,son loves it,My son was born on 3/1/14 & he love it. Help out all so he doesn't lose it. nice to have,3/3/2014,1,0
1450,us,5508327,rrc8854dyl9mr,b00l8h3slw,642648419,"happy cloud crib mattress pad - premium waterproof fitted cover - lifetime guarantee - 100% woven quilted cotton padding topper - standard size - dimensions 52 x 28 x 6 - baby tested, mother approved - order now for your amazing new protector",Baby,5,0,0,N,N,Excellent mattress protection,The happy cloud mattress pad is a very important thing for all cribs. Protecting the crib mattress is very important. Its where you child will sleep for majority of his childhood until they are out of their cribs. The mattress pad is very nicely made. The seems are tight and there was no loose stings hanging from it. The mattress pad stays on nice and secure. After a couple of nights with my son tossing and turning it hasn't moved at all. It is also machine washable for any incident the little one may have! When its time to put it back on the mattress its extremely easy. I would recommend it to all parents and any parents to be!<br /><br />I received this product in return for my honest unbiased review. The discount has not changed my view on this product.,8/6/2015,-1,1
1479,US,5624064,R25FDODCRSGX6P,B0057R49VC,311600177,razbaby keep-it-kleen pacifier,Baby,5,0,0,N,Y,Five Stars,nice,7/21/2015,1,0
1497,us,5759838,r2u4br5j2hgial,b00i0mj25y,173255463,american baby company 100% cotton percale fitted portable/mini crib sheet,baby,5,0,0,n,y,five stars,"good quality, fits well and looks nice",3/28/2015,1,0
1507,US,5815360,R31OW2IOB4WQY7,B005G37X4M,379901061,"jj cole pacifier pod, mixed leaf (discontinued by manufacturer)",Baby,5,0,0,N,N,Will serve purpose,"Haven't used it yet, but it is a nice size and looks nice hanging on my jj cole satchel diaper bag. Quality seems good.",8/31/2014,1,0
1521,US,5875123,R2GVU1L3W04NII,B0078HD4LK,376433342,"nuk pacifier, advanced orthodontic, colors may vary, 0-6 m, 2 pack",Baby,5,4,4,N,Y,Love!,"Switched to these pacis after using the other Nuk made out of the hard plastic on the outside. Our daughter doesn't get those marks on her cheeks now because of how nice and flexible these are. Also, this doesn't have that big ring on the outside, so it's harder for her to accidentally pull it out and saves her that frustration. And, because it's basically all one piece, there aren't those nooks and crannies for fuzz and stuff to get caught, which makes cleaning them much easier.",2/13/2014,1,0
1552,us,6089002,r33giyf7bnt8b6,b001p4dym6,630657252,"geenny boutique 13 piece crib bedding set, pink butterfly",baby,5,0,1,n,y,so adorable!,"wow, is this a nice set!  it comes with everything you need to decorate the babies room. i love it!!",10/11/2013,1,0
1563,US,6132341,R1YNHJUHGRXWIQ,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Y,Five Stars,Very nice product! Baby loves it!,5/25/2015,1,0
1595,US,6320251,R40V6564R7NXL,B004IY6AGW,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,Y,Love,"My daughter only takes &#34;soothies&#34;, and the dinosaur that i recycled from my son who never took pacifiers ended up finally breaking (it took a beating :-( ) so i found this and love it. The elephant is really plush so it gives her a good nice sized 'doll'  to squeeze while shes sleeping, and since she cuddles with it, its nice not having to wake up to slide her passy back in her mouth every few hrs.",1/30/2015,1,0
1598,us,6329113,r2orces76dsxqi,b000sehfla,438442767,bebe au lait nursing cover,baby,4,0,0,n,n,great product~,"i like the fact that it works for a first time mom like me. this is my first time doing breastfeeding for my first baby. the pattern is like japanese floral style, very nice and look great. many of my friends who also delivered their baby same time with me, ask me where do i get them. then i just refer them to buy from amazon.com. thanks for offering this!",11/7/2013,1,0
1610,US,6389576,R2AD5887XHCNQI,B001I3OE4G,513985034,"philips avent bpa free translucent pacifier, colors may vary",Baby,3,0,1,N,Y,The nipple is easy to clean and colors are nice,"The nipple is easy to clean and colors are nice. But the problem with it is, the plastic part is flat. It falls out very easily. I was expecting a more natural shape that hugs the child's mouth. It would also be nice to have a right side up and upside down. The nipple is the same both ways but one way, the plastics part pushes against the child's nose. Everything else was good.",3/25/2015,0,1
1614,us,6405932,r27cm8laho2gra,b002osrfrc,136524510,breathablebaby breathable mesh liner for portable and cradle cribs,baby,4,0,0,n,y,four stars,looks nice and i worry free!,3/9/2015,1,0
1632,US,6500623,R1E1S9JM9438NN,B00DDT1HWA,552512389,"the first years newborn pacifier, john deere, 2-count",Baby,1,1,2,N,Y,very cheap!,I bought these for my son and I was very disappointed when I got them! The nipple is horrible and small. The only thing nice about these pacifiers are the nice looking logo on the front. Otherwise I would not recommend these to anyone!,12/28/2013,-1,0
1639,us,6517066,r1kljgkamymo8,b00d7af26m,755801084,trend lab carryall tote style diaper bag,baby,5,0,0,n,y,"pretty,sturdy quilted bag",very nice..very large..good quality,1/22/2015,1,0
1646,us,6592166,r2amaylcwwf07y,b00cxpywcc,604569810,"twist pouches - direct-pump, twist-cap breastmilk storage bags (includes caps)",baby,5,0,0,n,y,winning!,"love! my baby is almost 6 months old now. i started with the breastfeeding gift set after research and reviews. the baby switched from breast to nipple and never had a problem. i have never had a bag leak! the direct pump is wonderful when you are half asleep and stressed with your newborn. the bags store nicely in the fridge and freezer and transport great in freezer packs. the costs of the bags seem to be moderate. the warming system, the kozi is a must! it never failed me at all hours of the night. everyone asks me what bottle system i have and i cannot boast enought about this. the pump adapters fit my medela perfectly with no leakage! best bags! best one handed bottle system! quick and safe warming system! you can't go wrong!",12/9/2014,1,0
1651,US,6603758,RDFL0HAOC4E8B,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Baby,4,0,0,N,Y,Love it,My daughter loves it would of been nice if the pacifier would come off to wash it or boil to sanitize but other than that love it...,5/15/2014,1,0
1674,US,6685786,R9HH97BGJB9S4,B00MVSHXFY,704914555,"motorola wireless 2.4 ghz video baby monitor with 2.4 color lcd screen, infrared night vision and remote camera pan",baby,5,0,0,n,y,nice product.,"quite reliable and easy to operate.  no problems so far.  i like the minimal set of features, without the lullabies/temperature b**l.  very nice it has wall mounting option.",12/27/2014,1,1
1690,US,6780226,R6CMQ4MBQVK8X,B000YDFOPE,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,0,0,N,Y,binky,"nice that they come with covers for the nipples, cant think of too much to say about a pacifier though",11/4/2013,-1,0
1704,US,6875625,R124WEPNA19QZ6,B004RFI8OO,426289853,"mam feed & soothe bottle & pacifier gift set, girl,  0+ months, 6-count",Baby,5,4,4,N,Y,Best bottle for my daughter,"I love my mam products, they are so easy to clean and the microwave sanitation was a life saver when we went on vacations since almost every hotel has a microwave and I didn't have to bring along things to clean them with. They have held up very nice over the last almost eight months my daughter has used them. She loved these bottles straight from the start even with me breast feeding at first she took these right away. They do leak often, but I have come to realize it's almost impossible to find a bottle that doesn't leak. I also use the pacifiers by mam and she loved those as well.",11/10/2014,1,0
1762,us,7329524,r2abdtsq8c8bgc,b005o6fmxa,75939996,bugaboo seat liner,baby,5,0,0,n,n,five stars,very nice quality,7/12/2014,1,0
1772,us,7362350,r3t42nhash6jvr,b00849l3t6,465976057,"thermos foogo phases leak proof stainless steel sippy cup, 10 ounce",baby,5,0,0,n,y,"no leaking,perfect!","its took a time for my daughter to get use to it, but it was worth it!!!!!!! no leaking, nice color!",12/6/2014,-1,1
1794,US,7463345,R3S82BTP9UXC6Q,B00793CZAE,572944212,"mary meyer wubbanub plush pacifier, lamb",Baby,5,0,0,N,Y,Love it! Super cute!,Got this for my daughter and nephew and love it. It's so cute! It also makes it nice if you have a toddler who likes to help with baby; teach him/her to grab animal to stick binky in baby's mouth. It's a win win.,5/6/2014,1,0
1874,us,7959537,r3cuxcp3clcfrp,b005i49r66,933895672,summer infant swaddleme adjustable infant wrap,baby,5,0,0,n,y,adorable,my baby is not born yet but soooo cute and im sure it will wrap her up nice and snug!,2/12/2014,1,0
1912,us,8176233,rckysgprr798d,b00ix6a4z4,470122482,gund niffer giraffe musical baby stuffed animal,baby,5,0,0,n,y,nice,not as soft as bear and lamb.  nice music.,1/2/2015,1,0
1921,us,8272522,rpkyf8wvd32q,b000lxqva4,535123469,fisher-price rainforest jumperoo,baby,1,13,22,n,n,how on earth does this have so many good reviews?!,"this is a very expensive disappointment. i'm a bit shocked reading other reviews also, is my 4/5 month old the only one that is super board and not finding this toy amusing whatsoever? the first time i plopped her in she was around 3 months, the good thing is it has a high back so it supported her nicely. the sad thing is, the toys are all kind of unreachable (she can barely touch the floor in this, however i did give her a little boost with a book to see if it would help) but the toys just plain stink. the elephant doesn't even face her, and to turn it requires more force than she has (it's hard for me). the music is annoying and there is basically 1 tune it plays. there is a little tiger that is supposed to &#34;pop&#34; up when you push the button, well he barely moves out...slightly does the tip of his head raise up. i want to know who designed this and if they still have a job, it's pathetic and obviously designed by someone who doesn't have a child. the only thing my baby liked was to look at the lion and she laughed a couple times but was over it pretty fast. there are a few wheel type things to spin, one just has colors on it, and the baby can't reach and she doesn't even care to look at it when i spin it. the butterfly attachment is shown in the picture standing straight up and it is not like that at all- it's this limp thing that unless she's holding it just lays on the bottom. blah, waste of money, i try to get her to sit in it, but she just slumps there looking miserable and i take her out after maybe 10 minutes. i hardly believe this many people rated it so highly...makes me wonder how true these reviews are.",12/19/2013,1,0
1945,us,8403303,r3cig0ca90hzhu,b005491n6m,348695926,vilac indian teepee,baby,5,1,3,n,y,love it,we love it our new  vilac french teepee for my baby son 2.5 he love it  very very nice.thank you amazon  .good for,10/25/2013,1,0
1959,us,8478879,r2ciez3je2hvf9,b007pdhrym,577055849,"swaddledesigns baby lovie, security blanket with jewel tone puff circles",baby,5,0,0,n,y,i thought this would be perfect for her,"i bought this for my precious granddaughter. she presently has a heavy winter blanket, and since spring and summer are around the corner, i thought this would be perfect for her. i haven't been to visit yet, her family lives eight hours away from me :(<br />this lovie is very nice quality, very soft and well made. i will update after i see her in june, i hope she loves it!",5/4/2015,1,0
2032,us,9067678,r1htun4mazp5hm,b005oibgg0,119044240,athena naomi 4 in 1 crib with toddler rail,baby,5,1,1,n,y,love it!,we absolutely love this crib! can't beat it for the price. my sons crib is nowhere near this nice and we paid more. this is definitely the perfect crib! :),2/4/2015,1,0
2096,US,9488917,RE0SNAXRZ0F9Q,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,4,1,1,N,N,Loved the pacifiers...just not the color,I really like the pacifiers and surprisingly my son did too. I hadn't been able to find one that he like and he seemed to like this one. They came in a pack of two in a nice plastic container. The quality of the pacifiers is really nice. The only thing that I did not like was that I received pink ones. It would have been nice to be given the option to choose the color. Now my son has a pink pacifier. I will be giving the other away since I have no use for it. Overall i loved this pacifier just not the color I received this product at a discounted price in exchange for my honest and unbiased review.,6/2/2015,1,1
2139,US,9794399,R1R168NXVNKNEJ,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",Baby,5,0,0,N,Y,nice,they are nice and practical. very happy with the shopping. . . . . . . . .  . .,12/28/2012,1,0
