,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,like,tech
74,us,347632,r1rryiww5fn9rb,b00qozh63o,431317252,bath letters and numbers with bath toy organizer. educational bath toys with premium bath toy storage,baby,5,3,3,n,n,my little ones love it!,i have a 7 year-old daughter and a 4 year-old nephew and 3 year-old niece that i knew would i enjoy this. when i was given the opportunity to receive this awesome bath toy organizer and test it out and give my honest and unbiased opinion. it shipped quickly and arrived as promised.  i knew that weekend there was going to be some happy little people at my house. boy was i right.<br /><br />the bath toy organizer is made well and plenty big enough to hold lots of bath toys. it comes with and hangs by small suction cups. the foam letters and numbers that came with it are just awesome. they are so neat. they will stick to the bathtub walls just by being wet. they dry out fairly quickly and can be played with outside of the bathtub also. its a great toy to have. my littles love it.,5/8/2015,1,1
82,US,381436,RIQQ9UHMS5WLQ,B00IT2QDCU,874164482,baby fanatic pacifiers,Baby,5,0,0,N,Y,Five Stars,"Thank you my new,grandson loves them thanks",8/10/2015,1,0
87,US,402232,R2U7FC7UHP5KKV,B0031W38YO,540244704,mary meyer wubbanub pacifier,Baby,5,0,0,N,Y,happy,So cute... I know he'll love it... and it was well packaged... It came on time for the baby shower...,4/24/2015,1,0
88,us,403566,r2o0o802phqare,b00ajsiw6c,84369894,evenflo amp high back booster car seat,baby,5,0,0,n,y,great booster seat,very nice. my preschooler loves it.,3/6/2015,1,0
94,US,425116,R3T69JR8I5ZGYO,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,5,0,0,N,Y,We love our WubbaNub Kitty!,"I love this pacifire! We used the plain ones and they were always falling out and into the ground. With the kitty attached it sits nicely on her Chest & she hugs it! Very light weight, adorable & great quality! Highly recommended",3/6/2015,1,0
101,us,454655,r3vqolf2q3f2f7,b00swi9wds,20354547,baby reuseable washable pocket cloth diaper 6pcs,baby,5,5,5,n,y,keeps clothes dry,i love the minky for the price it is worth it no leaks no rashes ( super diligent on changing diapers often) does the job well without being ultra pricey,8/15/2015,1,0
102,US,455017,R3QB88NX00XN2H,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,Five Stars,I grandson just loves it!!,3/2/2015,1,0
109,US,477775,RZMYWL3I217UI,B0081ZOWG4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Five Stars,Baby loves them!,5/2/2015,1,0
115,US,497795,R2WRP8I7RJPM4M,B00DRANVJC,381325750,"wubbanub thready teddy pacifer, pink. baby, plush, toys, wabbanub, pacifier, babies, infant home improvement / accessories",Baby,5,0,0,N,Y,Five Stars,Quality is good & very cute!<br />my 4 month old daughter loves it!,6/29/2015,1,0
117,US,511004,RWTWQR0BJRFFD,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,5,0,0,N,N,100 % legit seller and I recommend this product. #tommeetippee,I love tomme tippee.. I trust this product so much... My daughter's love the pacifier because it's so soft and harmless for the baby specially for the new born baby..,5/30/2015,1,0
124,US,539661,R3QKVWYWSD15Y4,B000P22YTI,508170926,wubbanub infant plush toy pacifier green frog,Baby,5,0,1,N,Y,I just recently ordered and received this for my son ...,I just recently ordered and received this for my son and he loves it. I wish I would have known about these 2 months ago when he was born.,6/22/2015,1,0
127,US,541380,R2J00C04H95K2F,B00B7U61T6,64500002,"nuk baby talk puller pacifier in assorted colors and styles, 0-6 months",Baby,5,0,0,N,Y,The best!,"My 7 week old loves these more than Any other brand. Not bulky and light, he can actually hang on to these as opposed to the all rubber/silicone ones.",6/3/2015,1,0
130,US,544906,RUGG1EICQUWET,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,the only one my little guy likes... ...,the only one my little guy likes...he loves them! and can pick up and put in his mouth by himself!,7/30/2015,1,0
134,US,563757,RRBIMALBC69KF,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Y,Great Idea for a pacifier,Love it and the concept of these pacifiers.  My grandson loves his dog so this was a cute idea for a pacifier.,4/27/2015,1,0
139,us,595238,r32h4ko0thaglo,b00gd0yfjs,87085781,green sprouts glass sip 'n straw cup,baby,5,0,0,n,y,happy to get rid of the plastic cups,my daughter loves this cup. i will be ordering a few more. happy to get rid of the plastic cups.,3/3/2015,1,0
141,us,605382,r3ncpt66sg5gf5,b00rrkosqs,574061195,"dreamjar kids bedding fox pattern quilt cover & pillow cases & sheet,4 pieces,queen",baby,5,0,0,n,y,my daughter loved it!,fox pattern is very cute! my daughter loved it!,1/22/2015,1,0
147,US,620009,R3NR7A2W75JC4K,B00BVUQDYA,33280098,"mam pearl orthodontic pacifier, girl, 6+ months, 2-count",Baby,5,0,0,N,Y,and they are super cute. I would definitely buy them again or ...,"My daughter absolutely loves these pacifiers.  We were hard set on switching her to pacifiers vs. her thumb, and these were a huge hit.  I received the product as pictured, and they are super cute. I would definitely buy them again or recommend them!",7/21/2015,1,0
153,us,643754,r1x2damgb954tj,b00csawjq8,626538150,fisher-price learn-to-flush potty,baby,5,0,0,n,y,five stars,my son loves it,6/18/2015,1,0
163,us,683398,rs9t3cx3rm6t0,b008j1qoi4,735318648,flutter & link friend take-along toy,baby,5,0,0,n,y,five stars,my daughter loves it!,2/4/2015,1,0
164,us,690151,r3dmyhm6ftvcgu,b002v87mjq,283520563,baby playpen kids 8 panel safety play center yard home indoor outdoor new pen,baby,5,0,0,n,y,five stars,love it!!! great inside and outside,1/14/2015,1,0
171,us,716300,rl7lbvoo4ewrr,b00m5cuu7y,561727205,"baltic amber teething necklace for babies (unisex) (cognac) - anti flammatory, drooling & teething pain reduce properties - natural certificated oval baltic jewelry with the highest quality guaranteed",baby,5,0,0,n,y,i absolutely love it!!! (:,"i absolutely love it. i like how its the perfect length. my daughter was less irritable after having it on for a period of time and drooled way less. i would definitely recommend to other moms, especially to those who are curios about the amber necklaces (:",6/18/2015,1,0
177,US,737123,RLD0I1128SYFU,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,N,love it,"Cute, love it",6/9/2015,1,0
181,US,762095,R2X47E20PG2KJQ,B006G9F8RE,742831771,"natursutten bpa free natural rubber pacifier, butterfly shield, rounded nipple",Baby,5,0,1,N,Y,Five Stars,Great paci! my son absolutely loves it!,4/29/2015,1,0
185,us,767840,r3ck0krzmd9x3y,b00l41ywcq,604847380,hozoyo the owl monkey paradise lovely blooms zoo nursery children's room decorative wall stickers kids vinyl sticker home decoration,Baby,4,2,3,N,Y,sticks well and has good coloring but i dislike how you can see the ...,sticks well and has good coloring but i dislike how you can see the below sticker when another on is placed over it for example you can see the tree branch slightly through the monkeys head but would still suggest other get this my son loves it,3/12/2015,1,0
191,us,779936,r34h1s8w8nxtr2,b002qyw8lw,102453137,baby banana toothbrush,baby,5,0,0,n,n,daughter loves this,"i finally got my daughter to brush her teeth!! she loves snacking on bananas and such. if i was a 2 year old, i might've brushed more.",5/25/2015,1,0
194,US,788160,R1UC76GRU640QH,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,5,0,0,N,N,Great pacifiers,These pacifiers are great! My son loves them and it's easy for him to put in and take out of his mouth! Great product!,5/30/2015,1,0
198,US,812699,R3VI10WP9KIX3M,B00LCYTJ5U,277493012,munchkin latch lightweight pacifier,Baby,5,0,0,N,Y,Five Stars,my baby girl loves them,3/4/2015,1,0
203,US,827477,R4AUFP2RCIA67,B00LGXA32U,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",Baby,3,0,0,N,Y,I love this item and think its so cute for babies,I love this item and think its so cute for babies! Only thing I can complain about is that I ordered (brown2) but got (brown1)! It is just as cute but I feel that If you order something you should get just what you ordered.,11/11/2014,1,0
209,US,859786,RXY1N4RJIWCI3,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Awesome,Love love these:) had one for every baby I've had (3) and this one is a gift for a baby shower,10/27/2014,1,0
212,us,873199,r2ff3ltssz3vjr,b00so1z4ye,918445553,fairy season cute baby girls princess party tutu lace bowknot flower gown dress pink,baby,2,0,0,n,y,love the color it's a little bit too short,"love the color it's a little bit too short , even though i ordered a bigger size still a little small",6/18/2015,0,1
213,us,873199,rc45fez8zlj5s,b00rfhm7v6,982120858,baby girl toddler cute lace wide headband with big flower stretch headwear,baby,4,0,1,n,y,four stars,i love this perfect fit for my daughter,6/18/2015,1,0
214,us,882471,rk6wq56hr2u1p,b00lycr718,944302577,"brooklyn bamboo baby washcloth wipes 6 pack organic, soft, larger 10x10 size use with your favorite baby bathing skin care products and children's bath towels",baby,5,0,0,n,y,five stars,i love it,10/15/2014,1,0
215,us,886162,rl095kt1mqxdt,b00v3h598w,683677720,"baltic amber teething necklace for babies (unisex) (honey multi cherry black red milk white butter yellow cognac brown rainbow turquoise pink quartz lapis lazuli lemon) - baby, infant, and toddlers will all benefit. polished anti flammatory, drooling & teething pain reduce properties - natural certificated oval baroque round baltic jewelry with the highest quality guaranteed. easy to fastens with",baby,5,6,8,n,n,baltic amber necklace,my son started teething and he needed something to help relieve it. the package arrived quickly and i put it on him as soon as we got home. by the next morning i notice a difference in his behavior. he still drools and likes to chew on things but not nearly as much as he was before. his overall fussiness had improved as well. the necklace was of very high quality and i love the way it looks on him.,6/18/2015,1,0
220,us,901578,r14m2l4ybp4so2,b0084dqp4k,603127001,fisher-price rainforest melodies and lights deluxe gym,baby,5,0,0,n,n,perfect!!,"my son loves this play mat. it's so bright & colorful! i love that it has the lights! also, the music you can put on a loud/quiet option and also have it be on constantly or just when they hit one of the toys. great for learning!",4/14/2015,1,0
222,US,907231,RF6MMCFUIGA5N,B000ROME3U,772280665,"gerber nuk newborn orthodontic pacifier latex size1, colors vary",Baby,4,0,0,N,Y,Four Stars,Baby do not love to eat,2/7/2015,1,0
226,US,919256,RRC3TWZVDFBD7,B00GT5Y4GQ,868139394,"wubbanub limited edition infant pacifier, cow",Baby,5,0,0,N,Y,Five Stars,I love it and loves it,5/2/2015,1,0
229,us,925245,r2m05kll0fjs7a,b000q7g3vm,125673306,baby's my first photo album of family & friends,baby,4,0,0,n,y,super cute and my 16 month old twins love this,super cute and my 16 month old twins love this!  they can turn the pages themselves and haven't figure out how to get the pictures out!  one tiny downside - such a strong smell of plastic!,10/23/2014,0,1
242,us,955373,r2cktveoxdz9lo,b002szt35s,876434873,anti-tip tv strap,baby,5,0,0,n,y,great product.,love this. it's easy to install and makes your tv safe from accidental tipping. i'd rather be safe then sorry.,3/4/2015,1,0
243,us,957506,r1p9svht72j5dn,b00n10pw9u,689558995,sysrion kids 3 in 1 play tent tunnel-pop up play tents folding playhouse ball tents child adventure sets gamehouse-toy hut with zippered storage bag for toddles child,baby,5,0,1,n,n,love these!!!!,i bought this for my husband because he loves to grill and i thought this might keep him from burning his hands taking things of the grill. he used it the first day we got it and he loves it. they are thick and are non slip. we even use it in the house so it is easier to remove stuff from the oven. we will be ordering some more of these and have recommended them to family and friends.,11/29/2014,1,1
244,US,964002,RZ8G1BZ21SH3W,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,"good pacifier, easy to clean",my son loves this pacifier. I like because it is easy to clean. some other pacifier are very hard to clean or impossible to clean when,5/1/2015,1,1
246,US,966939,R13NNJEF71B2PT,B00PF841HA,449026476,"philips avent freeflow pacifier bpa, free blue / white, 0-6 months",Baby,5,0,0,N,Y,Five Stars,My son loves these pacifier's!,3/21/2015,1,0
248,US,985396,R2IOY554HDF6MW,B00L434P5I,389043588,ecosusi 5-piece set includes diaper bag + changing pat + transparent wet bag + pvc bag + pacifier bag,Baby,5,0,0,N,Y,Excellent present.,Bought for my sister an she absolutely adores it! Says all of it will fit her needs perfectly! Excellent present.. An if I lived closer to her I am sure I would love it as well!,6/9/2015,1,0
250,US,988072,R17LMNR49QAYTN,B00KJMBIO6,960884826,"mustache pacifier - bpa free pacifier for baby 0-6 6-12 months - for infants, newborns, boys and girls - funny novelty pacifier - full money back guarantee",Baby,4,0,0,N,Y,... bought it as a baby shower present and they loved it,I bought it as a baby shower present and they loved it,4/9/2015,1,0
261,us,1029262,ryku33hejd3t2,b002fnfgae,216698356,nurturepure glass baby bottle (3 pack),baby,5,0,0,n,y,five stars,i love them!,3/6/2015,1,0
275,US,1051913,RLYUWKCOQ9U10,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,N,"Finally, one my son would take!","My 8 month old has refused pacifiers his whole life. Lately, he has struggled to stay asleep at night. I, in a desperate attempt, decided to try a pacifier again. I bought the MAM brand and he actually loved it, and he slept all night long! Relief! I'm one happy mom. Thanks MAM!",12/16/2014,1,0
278,us,1062130,r2qhfy2ffv308l,b00hdma2zg,408535177,infantino explore and store gym,baby,5,0,0,n,y,five stars,love it,2/20/2015,1,0
287,US,1109678,R3O34Z76ZRWN3I,B00L4IVET8,719101633,"nuk newborn 100% silicone orthodontic pacifier in assorted colors, 0-3 months (2 count)",Baby,5,0,0,N,Y,My girl love it,My new born girl just love it much!,7/9/2015,1,0
290,US,1127155,R1B4RJOE9030T1,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,Five Stars,The baby loves it,9/28/2014,1,0
292,US,1142460,R2E4JHEHITCV9Z,B005QPE0W8,343148814,the first years gumdrop newborn pacifier,Baby,3,0,0,N,Y,But the quality is great and love that it's just one,My baby does not want pacifiers. So this one sje won't accept anymore. But the quality is great and love that it's just one piece,12/13/2014,1,0
299,US,1165949,R2HLCGELGPV8YS,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Great!,i have been using this model since i got it at the hospital. i just love it,4/30/2015,1,0
301,US,1170802,R1V19NU9OOMSNR,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Five Stars,Baby loves it!,10/20/2014,1,0
308,us,1192138,rq1ylhna4dwr4,b00dt7veds,229629441,graco suri convertible crib,baby,5,0,0,n,y,five stars,love it,9/21/2014,1,0
309,US,1192425,RL1TDOFYQQ66P,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,Five Stars,My loves loves this product! Fast shipping,11/16/2014,1,1
312,us,1206517,r1ehrkx40nxagq,b00bpcjgl6,676314225,lovely unusal cute girls baby hairband headband,baby,5,1,1,n,y,five stars,love it! so adorable on my baby girl!,8/25/2014,1,0
320,US,1240294,R37VOPW50PZYER,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,My only compliant is it seems like it has a 3-6 month soothie on it and ...,"My daughter loves her Wubba!!! It has helped her with her hand and eye coordination.  She learned how to hold it, which then helped her learn how to hold regular binkies.  My only compliant is it seems like it has a 3-6 month soothie on it and not a 0-3.  It's a little large and hard for my infant daughter, she gagged at first.",7/7/2015,0,1
321,us,1241778,r2qsl5c56tw9ol,b009nx3250,919069902,"luvable friends 4 piece crib bedding set, girl's tree (discontinued by manufacturer)",baby,5,0,0,n,y,five stars,"i absolutely love this crib set. it fit our nursery, perfectly.",1/22/2015,1,0
330,US,1258806,R223DOWDBO85NM,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,2,2,N,Y,Soo ADORABLE!!,"Can't wait for my twins to use these, haven't received them yet..but I'm sure I'll love them, I ordered the monkey and giraffe.<br />Absolutely LuV them..life savers..my babies hug them and wrestle with them..so cute. Definitely gonna order more.",4/29/2015,0,0
331,US,1260054,R1HXABLGC0K66D,B007F30CLC,723767646,"mary meyer cheery cheeks wubbanub pacifier, moo moo cow (discontinued by manufacturer)",Baby,5,0,0,N,Y,Great buy!,My daughter loves it! Wish it was just a little bigger but she holds it perfectly in her little hands!,7/29/2014,1,0
332,us,1262146,r2lk4wcsuq6gt4,b00dkeskeq,791579683,"holiday lot of 4, limited edition rolling coaster the wiggling wiggle race car premium scooter",baby,5,0,0,n,y,five stars,everything is perfect and it shipped fast! thank you my kids are going to love these!,12/9/2014,1,1
335,US,1270453,R2BRQEYW7I6OKA,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,4,0,0,N,Y,"Cute, but small.","My baby won't take any brand of pacifier. That being said, he loves to get put the toy in his mouth my only reason for not giving 5 stars is the kitten is tiny (think beanie baby in a happy meal size). In their defense it did say kitten, not cat. Touch茅. If buy another one, I'm buying a giraffe.",3/16/2015,0,1
345,US,1292164,R13GON04FZ7HK9,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,5,0,0,N,N,Five Stars,It's was a heaven sent.Help my Baby to sleep.Big help for traveling by plane too.<br />my Baby loves it.,5/28/2015,1,0
350,us,1302284,r31z3sgpfvto42,b00904i08q,323395318,maclaren bmw buggy stroller,baby,5,0,2,n,n,five stars,i love it!!!!!!<br />great quality and my baby always sleeps in it.,3/9/2015,1,0
352,US,1306326,REBYQ3SYLCKQF,B0028J2EQY,984679751,wubbanub longhorn bull pacifier,Baby,5,0,0,N,Y,Five Stars,My bby loved it..,4/7/2015,1,0
355,US,1313457,R3SI861ZU93BHC,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,Five Stars,My son loves his wubbanub I'm going to order another one for back up,3/9/2015,1,0
356,US,1313604,R2GWAJ8QN9JNZI,B007GUI0CM,417797815,"philips avent soothie pacifier, 0-3 months, 6 pack",Baby,4,0,0,N,N,I really love these pacifiers but at my local store a pack ...,I really love these pacifiers but at my local store a pack of 2 is less than 2.50 so I won't be buying them in bulk here even though I was hoping to find a deal.... Still great pacifiers,2/6/2015,0,0
359,US,1329098,RKZAPNJJWOT9U,B00PF841HA,449026476,"philips avent freeflow pacifier bpa, free blue / white, 0-6 months",Baby,5,0,0,N,Y,Five Stars,My son loves these!,3/21/2015,1,0
360,US,1330552,R31GDPJ4Q5JASU,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,Very cute,The cutest thing ever!! The twins love it.,1/28/2015,1,0
362,US,1332086,R2X5Z4AYD3JF6O,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,5,3,3,N,Y,adorable,"This kitty is so cute. My son was rejecting all pacifier, then started taking this one when I offered it to him. he likes to hold on to it. I love that it helps keep the paci in his mouth and it's cute!",3/6/2015,1,0
365,US,1344401,R2IASTK8AHPAOA,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,Y,Great pacifier. I am comfortable knowing that the chances ...,"Great pacifier. I am comfortable knowing that the chances of my child choking on this are practically null (since it is all one solid piece of rubber), and my baby loves it! Only reason I'm giving it four sta rs is cuz this size is only for very young babies. My son is not yet six weeks old and I think we'll b switching over to the bigger size soon. But hey, the price ain't bad so all in all its a great deal!",7/15/2015,1,1
366,US,1347202,R2GWIC6SI4BQDF,B00GWOJXT2,248683677,"mam love & affection orthodontic pacifier, i love mommy, girl, 0-6 months, 2-count",Baby,5,0,0,N,Y,Five Stars,I love it!,5/4/2015,1,0
373,US,1371046,R2GBPFL48IM0FT,B00CGF1WPO,464288222,mary meyer wubbanub infant pacifier,Baby,5,0,0,N,Y,Five Stars,These pacifiers are great. ..every new mother i have given them to loves them.,4/12/2015,1,0
375,US,1372841,RNOF8CWNWT2L6,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby,4,0,0,N,Y,I love how these glow in the dark,"I love how these glow in the dark. These were my sons favorite pacifier besides his soothies. I recommend this product, especially the glow in the dark ones because they look so cute.",11/15/2014,1,0
376,us,1374217,r2zhkpw6uvgfmh,b0069209fy,23565656,delta universal 6 drawer dresser,baby,5,1,1,n,y,i installed it by myself and very easy. i love the material too,"the dresser has delivered faster than what they told me. i installed it by myself and very easy. i love the material too, i think the top and sides are made by real wood, they are thick and heavy. i was thinking to buy changing table but i decided to just put the changing table on top of this dresser, because the height is perfect to me, no need changing table anymore... safe money and space in the room for something else!",7/13/2014,1,1
